;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201304;Abril de 2013;7;Castilla y León;5;Ávila;5046;Canales;4;0;0;1;0;3;0;3;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5047;Candeleda;615;29;161;153;28;133;111;30;33;144;368;40
201304;Abril de 2013;7;Castilla y León;5;Ávila;5048;Cantiveros;11;3;3;4;0;1;0;3;1;5;0;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5049;Cardeñosa;29;0;7;10;0;9;3;2;5;7;14;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5051;Carrera, La;15;0;2;3;0;3;7;1;0;2;10;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5052;Casas del Puerto;5;1;1;2;0;1;0;0;1;1;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5053;Casasola;6;1;1;0;0;1;3;0;0;1;4;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5054;Casavieja;219;7;55;65;6;56;30;12;7;81;99;20
201304;Abril de 2013;7;Castilla y León;5;Ávila;5055;Casillas;127;9;11;48;7;21;31;3;2;40;67;15
201304;Abril de 2013;7;Castilla y León;5;Ávila;5056;Castellanos de Zapardiel;12;1;2;2;4;0;3;2;0;3;2;5
201304;Abril de 2013;7;Castilla y León;5;Ávila;5057;Cebreros;442;28;110;104;29;102;69;14;39;125;197;67
201304;Abril de 2013;7;Castilla y León;5;Ávila;5058;Cepeda la Mora;3;0;1;1;0;1;0;1;0;1;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5059;Cillán;4;0;1;1;0;1;1;0;0;2;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5060;Cisla;8;3;0;2;0;0;3;2;0;4;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5061;Colilla, La;33;0;12;6;0;13;2;1;3;8;20;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5062;Collado de Contreras;10;0;1;5;0;0;4;2;0;4;4;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5063;Collado del Mirón;2;0;1;0;1;0;0;0;0;0;1;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5064;Constanzana;14;3;2;5;1;2;1;4;0;7;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5065;Crespos;54;6;9;8;5;10;16;2;6;14;28;4
201304;Abril de 2013;7;Castilla y León;5;Ávila;5066;Cuevas del Valle;59;3;9;18;0;16;13;3;5;7;38;6
201304;Abril de 2013;7;Castilla y León;5;Ávila;5067;Chamartín;8;1;2;2;0;1;2;0;1;2;5;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5069;Donjimeno;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5070;Donvidas;2;0;0;1;0;1;0;0;0;2;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5072;Espinosa de los Caballeros;9;0;0;5;0;2;2;0;2;3;4;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5073;Flores de Ávila;31;3;5;4;4;10;5;16;2;5;7;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5074;Fontiveros;62;9;10;16;4;12;11;9;3;15;29;6
201304;Abril de 2013;7;Castilla y León;5;Ávila;5075;Fresnedilla;11;0;3;6;0;2;0;0;0;5;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5076;Fresno, El;52;5;9;9;2;19;8;3;12;6;26;5
201304;Abril de 2013;7;Castilla y León;5;Ávila;5077;Fuente el Saúz;16;1;2;2;2;5;4;8;0;7;0;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5078;Fuentes de Año;12;0;1;6;0;1;4;1;1;3;7;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5079;Gallegos de Altamiros;2;0;0;2;0;0;0;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5080;Gallegos de Sobrinos;1;0;0;0;0;0;1;0;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5081;Garganta del Villar;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5082;Gavilanes;81;6;19;30;4;10;12;14;8;25;28;6
201304;Abril de 2013;7;Castilla y León;5;Ávila;5083;Gemuño;18;0;3;5;1;5;4;0;0;7;8;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5084;Gilbuena;1;0;0;1;0;0;0;0;0;1;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5085;Gil García;2;0;1;1;0;0;0;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5086;Gimialcón;1;0;0;1;0;0;0;0;0;1;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5087;Gotarrendura;10;0;2;1;1;2;4;0;0;2;8;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5088;Grandes y San Martín;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5089;Guisando;61;1;12;19;1;14;14;19;2;6;31;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5090;Gutierre-Muñoz;7;0;2;0;0;3;2;0;2;1;4;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5092;Hernansancho;11;1;1;4;2;2;1;0;2;5;2;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5093;Herradón de Pinares;100;7;25;29;5;22;12;1;6;40;26;27
201304;Abril de 2013;7;Castilla y León;5;Ávila;5094;Herreros de Suso;7;0;1;2;1;2;1;0;0;1;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5095;Higuera de las Dueñas;32;0;7;11;1;7;6;0;2;9;18;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5096;Hija de Dios, La;9;1;1;4;0;0;3;4;1;1;1;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5097;Horcajada, La;52;6;13;11;3;12;7;1;1;20;27;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5099;Horcajo de las Torres;64;10;10;16;5;12;11;17;3;18;20;6
201304;Abril de 2013;7;Castilla y León;5;Ávila;5100;Hornillo, El;48;0;14;10;1;8;15;1;2;11;33;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5101;Hoyocasero;16;3;3;7;0;1;2;0;0;5;8;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5102;Hoyo de Pinares, El;474;29;81;123;22;100;119;16;34;161;172;91
201304;Abril de 2013;7;Castilla y León;5;Ávila;5103;Hoyorredondo;9;0;2;1;1;3;2;0;1;1;6;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5104;Hoyos del Collado;1;0;0;0;0;1;0;0;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5105;Hoyos del Espino;21;1;4;8;0;3;5;0;2;12;6;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5106;Hoyos de Miguel Muñoz;1;0;0;1;0;0;0;0;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5107;Hurtumpascual;3;1;0;0;0;0;2;1;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5108;Junciana;6;0;2;2;0;2;0;0;0;0;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5109;Langa;61;8;5;8;8;15;17;20;1;11;22;7
201304;Abril de 2013;7;Castilla y León;5;Ávila;5110;Lanzahíta;149;6;44;37;8;25;29;23;9;33;68;16
201304;Abril de 2013;7;Castilla y León;5;Ávila;5112;Losar del Barco, El;9;0;2;2;0;5;0;0;3;0;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5113;Llanos de Tormes, Los;7;1;1;3;0;1;1;0;1;4;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5114;Madrigal de las Altas Torres;241;25;31;59;9;62;55;68;13;59;83;18
201304;Abril de 2013;7;Castilla y León;5;Ávila;5115;Maello;76;4;14;10;6;21;21;1;5;14;50;6
201304;Abril de 2013;7;Castilla y León;5;Ávila;5116;Malpartida de Corneja;8;1;2;2;0;2;1;0;1;0;5;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5117;Mamblas;24;4;1;3;1;5;10;7;0;5;10;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5118;Mancera de Arriba;8;2;2;2;0;0;2;0;1;1;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5119;Manjabálago;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5120;Marlín;1;0;0;1;0;0;0;0;0;1;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5121;Martiherrero;25;2;3;6;0;10;4;0;3;4;18;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5122;Martínez;9;1;0;1;0;2;5;0;1;2;4;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5123;Mediana de Voltoya;13;1;4;2;1;2;3;0;2;2;7;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5124;Medinilla;4;0;2;2;0;0;0;0;0;1;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5125;Mengamuñoz;2;0;0;1;0;1;0;1;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5126;Mesegar de Corneja;2;0;0;1;0;0;1;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5127;Mijares;80;7;24;23;2;16;8;6;4;21;40;9
201304;Abril de 2013;7;Castilla y León;5;Ávila;5128;Mingorría;63;5;13;20;5;7;13;1;5;14;35;8
201304;Abril de 2013;7;Castilla y León;5;Ávila;5129;Mirón, El;3;0;1;1;0;0;1;0;1;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5130;Mironcillo;5;0;4;0;0;1;0;1;0;1;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5131;Mirueña de los Infanzones;5;1;0;1;0;1;2;0;1;2;1;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5132;Mombeltrán;144;13;32;45;5;17;32;5;13;22;91;13
201304;Abril de 2013;7;Castilla y León;5;Ávila;5133;Monsalupe;2;0;0;0;0;1;1;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5134;Moraleja de Matacabras;5;1;1;1;0;1;1;1;0;2;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5135;Muñana;31;4;5;5;2;8;7;1;0;2;24;4
201304;Abril de 2013;7;Castilla y León;5;Ávila;5136;Muñico;9;1;1;2;0;4;1;0;1;0;8;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5138;Muñogalindo;17;1;4;4;1;4;3;2;4;6;3;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5139;Muñogrande;4;1;1;0;1;1;0;0;0;0;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5140;Muñomer del Peco;11;2;1;1;3;3;1;3;0;2;3;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5141;Muñopepe;9;0;2;3;0;2;2;0;2;2;5;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5142;Muñosancho;14;3;1;6;1;1;2;3;0;6;2;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5143;Muñotello;2;0;1;0;0;1;0;0;0;0;0;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5144;Narrillos del Álamo;5;0;1;2;0;1;1;0;0;0;5;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5145;Narrillos del Rebollar;2;0;1;0;0;1;0;0;0;1;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5147;Narros del Castillo;8;1;1;1;2;2;1;2;0;0;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5148;Narros del Puerto;3;0;1;2;0;0;0;0;0;0;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5149;Narros de Saldueña;7;0;0;3;0;3;1;0;0;1;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5151;Navacepedilla de Corneja;6;0;0;1;1;0;4;0;0;0;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5152;Nava de Arévalo;62;11;8;18;4;13;8;26;0;13;14;9
201304;Abril de 2013;7;Castilla y León;5;Ávila;5153;Nava del Barco;4;0;1;2;0;0;1;1;0;1;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5154;Navadijos;2;0;0;1;0;1;0;0;0;0;1;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5155;Navaescurial;7;0;3;1;0;2;1;0;0;1;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5156;Navahondilla;45;4;6;14;2;9;10;0;1;12;31;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5157;Navalacruz;7;1;4;2;0;0;0;1;1;4;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5158;Navalmoral;28;2;8;8;1;4;5;1;1;4;15;7
201304;Abril de 2013;7;Castilla y León;5;Ávila;5159;Navalonguilla;11;0;0;4;0;1;6;0;0;3;7;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5160;Navalosa;17;1;3;7;0;5;1;1;0;10;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5161;Navalperal de Pinares;152;14;45;32;7;32;22;2;7;52;49;42
201304;Abril de 2013;7;Castilla y León;5;Ávila;5162;Navalperal de Tormes;6;0;1;4;0;0;1;0;0;1;5;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5163;Navaluenga;229;10;50;62;8;56;43;2;17;50;130;30
201304;Abril de 2013;7;Castilla y León;5;Ávila;5164;Navaquesera;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5165;Navarredonda de Gredos;34;0;4;11;2;14;3;0;1;10;23;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5166;Navarredondilla;6;0;1;2;0;1;2;1;0;1;4;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5167;Navarrevisca;7;0;0;6;0;0;1;0;1;4;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5168;Navas del Marqués, Las;828;42;221;180;61;199;125;13;51;278;327;159
201304;Abril de 2013;7;Castilla y León;5;Ávila;5169;Navatalgordo;20;1;2;11;0;3;3;2;3;4;10;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5170;Navatejares;3;0;0;1;0;1;1;0;0;0;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5171;Neila de San Miguel;2;0;0;0;0;1;1;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5172;Niharra;9;2;0;2;0;3;2;5;0;1;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5173;Ojos-Albos;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5174;Orbita;4;0;3;0;0;1;0;0;0;0;4;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5175;Oso, El;11;2;2;1;1;4;1;0;0;2;8;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5176;Padiernos;17;2;7;2;1;1;4;2;2;5;7;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5177;Pajares de Adaja;16;1;2;1;2;5;5;0;1;0;14;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5178;Palacios de Goda;27;4;4;7;1;5;6;5;0;9;11;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5179;Papatrigo;27;2;3;6;0;5;11;6;4;6;6;5
201304;Abril de 2013;7;Castilla y León;5;Ávila;5180;Parral, El;6;2;1;0;2;1;0;1;1;0;2;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5181;Pascualcobo;1;0;1;0;0;0;0;0;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5182;Pedro Bernardo;98;11;16;38;4;16;13;7;24;29;31;7
201304;Abril de 2013;7;Castilla y León;5;Ávila;5183;Pedro-Rodríguez;10;0;2;1;0;2;5;3;1;2;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5184;Peguerinos;30;3;7;8;0;7;5;1;0;7;17;5
201304;Abril de 2013;7;Castilla y León;5;Ávila;5185;Peñalba de Ávila;10;0;2;3;0;0;5;0;0;1;9;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5186;Piedrahíta;192;9;42;42;8;47;44;10;15;34;122;11
201304;Abril de 2013;7;Castilla y León;5;Ávila;5187;Piedralaves;324;17;64;87;12;73;71;5;28;90;178;23
201304;Abril de 2013;7;Castilla y León;5;Ávila;5188;Poveda;3;1;0;1;0;0;1;0;0;0;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5189;Poyales del Hoyo;80;0;25;21;3;12;19;8;6;32;27;7
201304;Abril de 2013;7;Castilla y León;5;Ávila;5190;Pozanco;4;1;1;0;0;1;1;0;0;0;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5191;Pradosegar;7;0;3;0;0;2;2;0;1;1;3;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5192;Puerto Castilla;8;0;3;3;0;0;2;4;0;0;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5193;Rasueros;15;2;3;1;2;3;4;3;0;6;4;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5194;Riocabado;10;0;5;2;0;2;1;3;0;1;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5195;Riofrío;9;1;0;7;0;1;0;0;0;4;5;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5196;Rivilla de Barajas;5;0;1;3;0;0;1;2;0;2;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5197;Salobral;9;0;1;1;0;6;1;1;1;2;5;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5198;Salvadiós;6;0;1;2;0;1;2;1;1;1;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5199;San Bartolomé de Béjar;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5200;San Bartolomé de Corneja;2;0;1;1;0;0;0;1;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5201;San Bartolomé de Pinares;69;6;12;28;5;10;8;2;3;35;24;5
201304;Abril de 2013;7;Castilla y León;5;Ávila;5204;Sanchidrián;90;8;18;15;6;23;20;11;9;18;41;11
201304;Abril de 2013;7;Castilla y León;5;Ávila;5205;Sanchorreja;2;0;0;1;0;0;1;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5206;San Esteban de los Patos;4;0;1;2;0;1;0;0;1;3;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5207;San Esteban del Valle;100;8;30;29;4;13;16;2;9;28;51;10
201304;Abril de 2013;7;Castilla y León;5;Ávila;5208;San Esteban de Zapardiel;1;0;0;1;0;0;0;0;0;1;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5209;San García de Ingelmos;4;0;1;1;0;2;0;2;1;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5210;San Juan de la Encinilla;3;0;0;2;0;1;0;0;0;0;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5211;San Juan de la Nava;52;4;7;17;4;11;9;2;2;18;17;13
201304;Abril de 2013;7;Castilla y León;5;Ávila;5212;San Juan del Molinillo;15;1;7;3;0;2;2;1;2;4;7;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5213;San Juan del Olmo;12;0;4;4;0;2;2;1;1;2;8;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5214;San Lorenzo de Tormes;7;1;1;3;0;2;0;1;0;0;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5215;San Martín de la Vega del Alberche;11;0;2;3;0;4;2;0;0;3;8;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5216;San Martín del Pimpollar;16;0;5;3;2;3;3;2;1;7;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5217;San Miguel de Corneja;3;0;0;1;0;1;1;0;0;1;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5218;San Miguel de Serrezuela;13;2;4;4;1;2;0;0;0;7;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5219;San Pascual;3;0;1;1;0;0;1;0;0;1;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5220;San Pedro del Arroyo;50;3;12;9;2;16;8;7;4;12;26;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5221;Santa Cruz del Valle;57;2;14;25;0;7;9;11;1;13;28;4
201304;Abril de 2013;7;Castilla y León;5;Ávila;5222;Santa Cruz de Pinares;17;1;6;7;0;2;1;0;1;9;5;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5224;Santa María del Arroyo;6;2;0;1;0;2;1;0;0;1;3;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5225;Santa María del Berrocal;41;4;10;12;2;2;11;1;0;10;27;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5226;Santa María de los Caballeros;4;1;0;2;0;0;1;1;0;0;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5227;Santa María del Tiétar;73;5;22;13;3;12;18;1;3;21;38;10
201304;Abril de 2013;7;Castilla y León;5;Ávila;5228;Santiago del Collado;9;1;1;2;0;2;3;0;1;2;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5229;Santo Domingo de las Posadas;3;1;0;1;0;1;0;1;0;1;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5230;Santo Tomé de Zabarcos;5;0;2;1;1;1;0;1;0;2;1;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5231;San Vicente de Arévalo;15;2;1;4;2;5;1;7;0;0;6;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5232;Serrada, La;7;0;2;3;1;0;1;0;0;2;4;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5233;Serranillos;13;1;6;3;0;0;3;0;1;6;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5234;Sigeres;5;0;1;0;0;1;3;0;0;2;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5235;Sinlabajos;9;2;1;2;1;2;1;1;0;2;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5236;Solana de Ávila;8;0;0;3;0;2;3;0;0;0;8;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5237;Solana de Rioalmar;7;0;0;1;0;4;2;2;1;0;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5238;Solosancho;88;5;21;28;2;14;18;12;1;35;31;9
201304;Abril de 2013;7;Castilla y León;5;Ávila;5239;Sotalbo;19;1;2;3;3;5;5;7;0;1;10;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5240;Sotillo de la Adrada;765;55;193;176;41;177;123;24;48;196;391;106
201304;Abril de 2013;7;Castilla y León;5;Ávila;5241;Tiemblo, El;743;65;169;165;42;172;130;22;45;191;378;107
201304;Abril de 2013;7;Castilla y León;5;Ávila;5242;Tiñosillos;107;7;22;17;9;31;21;45;4;13;41;4
201304;Abril de 2013;7;Castilla y León;5;Ávila;5243;Tolbaños;10;2;2;2;1;3;0;2;1;0;4;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5244;Tormellas;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5245;Tornadizos de Ávila;36;4;8;4;2;11;7;1;1;7;21;6
201304;Abril de 2013;7;Castilla y León;5;Ávila;5246;Tórtoles;5;0;0;1;1;1;2;0;1;0;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5247;Torre, La;19;1;1;9;0;3;5;2;2;4;10;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5249;Umbrías;10;0;2;4;1;0;3;1;1;3;4;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5251;Vadillo de la Sierra;1;0;0;0;0;1;0;0;0;0;1;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5252;Valdecasa;6;1;1;2;2;0;0;0;1;1;4;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5253;Vega de Santa María;8;1;2;2;0;2;1;1;0;4;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5254;Velayos;29;1;8;7;0;9;4;2;4;3;18;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5256;Villaflor;10;2;0;2;0;1;5;0;1;3;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5257;Villafranca de la Sierra;9;0;2;1;0;3;3;1;0;1;7;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5258;Villanueva de Gómez;10;0;3;3;1;1;2;0;2;2;4;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5259;Villanueva del Aceral;14;0;5;2;0;4;3;6;1;4;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5260;Villanueva del Campillo;2;0;0;1;0;1;0;0;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5261;Villar de Corneja;3;0;0;2;0;0;1;0;0;0;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5262;Villarejo del Valle;40;2;6;18;2;6;6;10;4;9;14;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5263;Villatoro;8;1;2;2;0;3;0;0;0;1;5;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5264;Viñegra de Moraña;8;1;1;2;0;3;1;0;1;1;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5265;Vita;9;4;1;1;1;1;1;2;0;1;3;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5266;Zapardiel de la Cañada;10;1;1;3;0;2;3;0;0;4;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5267;Zapardiel de la Ribera;10;0;5;1;0;1;3;0;2;3;4;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5901;San Juan de Gredos;18;1;3;7;0;1;6;1;1;4;10;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5902;Santa María del Cubillo;26;1;2;12;2;5;4;1;3;4;15;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5903;Diego del Carpio;9;0;4;2;0;2;1;1;0;3;4;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5904;Santiago del Tormes;10;0;4;3;0;1;2;0;0;0;9;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5905;Villanueva de Ávila;7;0;2;4;0;0;1;0;2;3;2;0
201304;Abril de 2013;7;Castilla y León;9;Burgos;9001;Abajas;1;0;0;0;1;0;0;0;0;0;1;0
201304;Abril de 2013;7;Castilla y León;9;Burgos;9003;Adrada de Haza;17;0;2;4;3;4;4;2;2;3;8;2
201304;Abril de 2013;7;Castilla y León;9;Burgos;9006;Aguas Cándidas;5;1;0;3;0;1;0;0;0;1;3;1
201304;Abril de 2013;7;Castilla y León;9;Burgos;9007;Aguilar de Bureba;5;0;1;1;0;1;2;1;0;2;2;0
201304;Abril de 2013;7;Castilla y León;9;Burgos;9009;Albillos;14;1;3;3;0;5;2;0;1;4;9;0
201304;Abril de 2013;7;Castilla y León;9;Burgos;9010;Alcocero de Mola;2;0;0;2;0;0;0;0;2;0;0;0
