;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35015;Pájara;1990;93;577;387;80;530;323;24;38;121;1766;41
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35016;Palmas de Gran Canaria, Las;56381;2009;12573;12560;1983;14191;13065;560;2777;8075;40947;4022
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35017;Puerto del Rosario;5606;219;1375;1130;267;1608;1007;53;182;909;4275;187
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35018;San Bartolomé;2093;82;467;436;76;620;412;12;61;225;1718;77
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35019;San Bartolomé de Tirajana;6364;229;1448;1386;238;1606;1457;96;130;506;5352;280
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35020;Aldea de San Nicolás, La;1246;83;343;269;76;295;180;180;48;213;752;53
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35021;Santa Brígida;1942;72;416;503;58;476;417;12;114;299;1366;151
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35022;Santa Lucía de Tirajana;11427;544;2654;2140;548;3207;2334;396;465;1555;8417;594
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35023;Santa María de Guía de Gran Canaria;2216;99;540;453;118;623;383;131;128;391;1394;172
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35024;Teguise;1945;67;432;388;63;574;421;17;58;246;1551;73
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35025;Tejeda;190;8;45;54;12;46;25;9;6;37;123;15
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35026;Telde;17264;715;4309;3246;733;4813;3448;506;1014;3172;11554;1018
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35027;Teror;1582;76;323;350;78;433;322;21;139;257;995;170
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35028;Tías;1768;60;437;363;51;452;405;12;43;132;1510;71
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35029;Tinajo;733;32;180;153;39;205;124;13;29;106;548;37
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35030;Tuineje;1890;96;460;403;88;523;320;35;53;263;1481;58
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35031;Valsequillo de Gran Canaria;1245;58;267;256;54;366;244;57;85;198;836;69
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35032;Valleseco;480;14;122;117;23;111;93;13;24;81;330;32
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35033;Vega de San Mateo;1021;29;247;232;45;243;225;32;52;174;672;91
201304;Abril de 2013;5;Canarias;35;Palmas, Las;35034;Yaiza;1310;46;401;237;42;374;210;8;18;77;1185;22
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38001;Adeje;3759;108;932;737;129;1057;796;45;72;378;3213;51
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38002;Agulo;144;8;41;39;1;25;30;33;2;30;79;0
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38003;Alajeró;214;6;49;51;3;70;35;24;0;29;160;1
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38004;Arafo;756;25;195;158;23;221;134;18;59;124;519;36
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38005;Arico;890;40;244;219;32;226;129;38;92;199;541;20
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38006;Arona;9006;299;2120;2024;297;2355;1911;161;217;1216;7216;196
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38007;Barlovento;249;5;69;52;7;52;64;10;16;49;163;11
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38008;Breña Alta;1000;45;225;227;35;277;191;45;51;199;663;42
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38009;Breña Baja;686;28;160;148;18;196;136;15;37;121;484;29
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38010;Buenavista del Norte;720;43;180;173;32;164;128;42;24;124;482;48
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38011;Candelaria;3131;90;724;620;97;952;648;47;211;397;2343;133
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38012;Fasnia;383;15;103;89;13;101;62;14;20;69;268;12
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38013;Frontera;527;39;141;123;24;117;83;24;20;129;324;30
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38014;Fuencaliente de la Palma;193;11;55;37;8;52;30;8;8;29;140;8
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38015;Garachico;702;33;170;166;28;174;131;19;20;140;481;42
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38016;Garafía;177;4;47;38;10;29;49;18;2;23;122;12
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38017;Granadilla de Abona;5800;190;1433;1289;178;1511;1199;141;191;1039;4259;170
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38018;Guancha, La;847;31;225;193;26;211;161;37;27;252;470;61
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38019;Guía de Isora;2356;95;552;551;93;594;471;154;57;400;1710;35
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38020;Güímar;3132;130;809;682;105;842;564;98;242;597;2051;144
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38021;Hermigua;325;12;77;101;10;69;56;28;2;61;226;8
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38022;Icod de los Vinos;4040;196;1027;937;147;990;743;129;222;997;2413;279
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38023;San Cristóbal de La Laguna;21993;757;5543;4721;788;5951;4233;335;1276;3832;15070;1480
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38024;Llanos de Aridane, Los;2829;114;679;570;96;811;559;106;117;517;1885;204
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38025;Matanza de Acentejo, La;1606;63;525;364;58;380;216;34;68;490;919;95
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38026;Orotava, La;6337;295;1731;1398;228;1612;1073;100;234;1653;3970;380
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38027;Paso, El;1073;37;230;271;44;267;224;51;55;232;658;77
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38028;Puerto de la Cruz;4312;167;994;899;133;1095;1024;54;116;413;3505;224
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38029;Puntagorda;255;13;62;50;9;64;57;13;8;37;184;13
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38030;Puntallana;280;6;53;62;7;85;67;10;19;62;174;15
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38031;Realejos, Los;6222;260;1547;1375;235;1541;1264;112;229;1517;4021;343
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38032;Rosario, El;1897;83;464;410;70;488;382;31;133;305;1302;126
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38033;San Andrés y Sauces;493;15;118;110;12;131;107;17;23;117;299;37
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38034;San Juan de la Rambla;847;29;222;190;38;214;154;24;24;222;515;62
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38035;San Miguel de Abona;1690;52;419;357;47;469;346;28;78;246;1301;37
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38036;San Sebastián de la Gomera;1335;77;352;284;48;391;183;146;27;199;926;37
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38037;Santa Cruz de la Palma;2509;102;624;530;91;628;534;108;94;413;1701;193
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;29889;955;7341;6489;945;7907;6252;279;1590;4332;22079;1609
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38039;Santa Úrsula;2241;103;586;518;73;537;424;28;92;569;1386;166
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38040;Santiago del Teide;834;28;181;194;29;239;163;36;12;104;669;13
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38041;Sauzal, El;1326;75;332;336;58;320;205;37;62;376;756;95
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38042;Silos, Los;662;42;157;138;41;180;104;43;19;122;430;48
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38043;Tacoronte;3790;154;1012;839;131;1022;632;96;200;955;2289;250
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38044;Tanque, El;411;18;92;97;26;105;73;25;8;100;263;15
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38045;Tazacorte;751;27;155;186;32;204;147;15;19;159;513;45
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38046;Tegueste;1435;57;356;336;44;403;239;39;87;274;928;107
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38047;Tijarafe;312;20;61;69;5;87;70;14;16;45;215;22
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38048;Valverde;651;27;163;178;29;149;105;36;25;134;424;32
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38049;Valle Gran Rey;439;17;123;107;7;100;85;46;7;50;326;10
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38050;Vallehermoso;376;11;90;100;12;84;79;76;6;45;245;4
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38051;Victoria de Acentejo, La;1738;66;514;447;57;397;257;42;79;611;885;121
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38052;Vilaflor;197;7;39;55;9;47;40;7;10;19;160;1
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38053;Villa de Mazo;666;41;145;152;23;176;129;26;27;198;383;32
201304;Abril de 2013;5;Canarias;38;Santa Cruz de Tenerife;38901;Pinar de El Hierro, El;222;10;45;43;10;62;52;22;6;33;155;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39001;Alfoz de Lloredo;245;22;74;54;6;52;37;2;16;55;152;20
201304;Abril de 2013;6;Cantabria;39;Cantabria;39002;Ampuero;437;23;128;84;19;121;62;10;56;72;280;19
201304;Abril de 2013;6;Cantabria;39;Cantabria;39003;Anievas;23;3;5;9;1;4;1;1;7;4;10;1
201304;Abril de 2013;6;Cantabria;39;Cantabria;39004;Arenas de Iguña;174;17;47;42;9;36;23;3;24;45;86;16
201304;Abril de 2013;6;Cantabria;39;Cantabria;39005;Argoños;158;9;50;25;6;34;34;2;15;24;109;8
201304;Abril de 2013;6;Cantabria;39;Cantabria;39006;Arnuero;217;21;50;49;5;55;37;5;18;36;148;10
201304;Abril de 2013;6;Cantabria;39;Cantabria;39007;Arredondo;40;5;13;4;1;13;4;0;4;6;28;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39008;Astillero, El;1842;90;523;341;90;522;276;10;211;266;1225;130
201304;Abril de 2013;6;Cantabria;39;Cantabria;39009;Bárcena de Cicero;476;29;151;88;21;119;68;6;69;79;291;31
201304;Abril de 2013;6;Cantabria;39;Cantabria;39010;Bárcena de Pie de Concha;86;8;13;29;4;16;16;1;4;22;51;8
201304;Abril de 2013;6;Cantabria;39;Cantabria;39011;Bareyo;183;18;36;46;6;44;33;3;14;28;128;10
201304;Abril de 2013;6;Cantabria;39;Cantabria;39012;Cabezón de la Sal;959;52;256;208;51;231;161;13;96;224;552;74
201304;Abril de 2013;6;Cantabria;39;Cantabria;39013;Cabezón de Liébana;36;2;10;12;2;7;3;1;2;4;29;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39014;Cabuérniga;93;6;24;33;6;16;8;8;5;24;52;4
201304;Abril de 2013;6;Cantabria;39;Cantabria;39015;Camaleño;40;2;15;7;1;8;7;4;3;3;28;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39016;Camargo;3307;146;884;645;130;920;582;16;396;492;2159;244
201304;Abril de 2013;6;Cantabria;39;Cantabria;39017;Campoo de Yuso;40;3;11;8;2;10;6;1;8;6;23;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39018;Cartes;666;17;207;102;20;226;94;5;81;121;425;34
201304;Abril de 2013;6;Cantabria;39;Cantabria;39019;Castañeda;295;19;88;52;11;98;27;6;26;73;174;16
201304;Abril de 2013;6;Cantabria;39;Cantabria;39020;Castro-Urdiales;3264;147;827;572;111;939;668;32;357;539;2123;213
201304;Abril de 2013;6;Cantabria;39;Cantabria;39021;Cieza;45;4;11;8;4;16;2;1;4;6;29;5
201304;Abril de 2013;6;Cantabria;39;Cantabria;39022;Cillorigo de Liébana;112;9;32;30;3;25;13;7;6;20;72;7
201304;Abril de 2013;6;Cantabria;39;Cantabria;39023;Colindres;920;68;233;148;47;258;166;20;124;156;545;75
201304;Abril de 2013;6;Cantabria;39;Cantabria;39024;Comillas;229;14;49;51;11;67;37;4;11;33;175;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39025;Corrales de Buelna, Los;1095;70;303;199;32;306;185;12;133;212;647;91
201304;Abril de 2013;6;Cantabria;39;Cantabria;39026;Corvera de Toranzo;178;12;38;49;11;39;29;3;19;27;112;17
201304;Abril de 2013;6;Cantabria;39;Cantabria;39027;Campoo de Enmedio;280;18;78;48;9;77;50;2;35;39;182;22
201304;Abril de 2013;6;Cantabria;39;Cantabria;39028;Entrambasaguas;436;18;149;63;13;155;38;4;58;68;279;27
201304;Abril de 2013;6;Cantabria;39;Cantabria;39029;Escalante;73;5;29;9;3;16;11;1;15;10;44;3
201304;Abril de 2013;6;Cantabria;39;Cantabria;39030;Guriezo;189;7;47;41;6;54;34;6;23;37;108;15
201304;Abril de 2013;6;Cantabria;39;Cantabria;39031;Hazas de Cesto;141;8;50;24;11;31;17;5;17;30;83;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39032;Hermandad de Campoo de Suso;90;11;18;24;4;17;16;0;8;7;69;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39033;Herrerías;68;6;17;23;4;15;3;2;3;25;35;3
201304;Abril de 2013;6;Cantabria;39;Cantabria;39034;Lamasón;15;0;4;8;1;2;0;0;1;5;9;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39035;Laredo;1283;74;339;294;61;283;232;14;124;228;841;76
201304;Abril de 2013;6;Cantabria;39;Cantabria;39036;Liendo;93;0;16;31;4;21;21;1;11;13;65;3
201304;Abril de 2013;6;Cantabria;39;Cantabria;39037;Liérganes;205;8;53;55;7;60;22;2;24;46;120;13
201304;Abril de 2013;6;Cantabria;39;Cantabria;39038;Limpias;213;10;52;50;7;59;35;2;23;29;154;5
201304;Abril de 2013;6;Cantabria;39;Cantabria;39039;Luena;48;2;20;12;4;7;3;0;2;18;23;5
201304;Abril de 2013;6;Cantabria;39;Cantabria;39040;Marina de Cudeyo;418;24;115;117;12;91;59;7;52;105;241;13
201304;Abril de 2013;6;Cantabria;39;Cantabria;39041;Mazcuerras;208;11;57;61;5;46;28;7;15;59;110;17
201304;Abril de 2013;6;Cantabria;39;Cantabria;39042;Medio Cudeyo;701;47;188;129;37;199;101;14;68;111;444;64
201304;Abril de 2013;6;Cantabria;39;Cantabria;39043;Meruelo;194;6;46;31;13;73;25;4;22;25;134;9
201304;Abril de 2013;6;Cantabria;39;Cantabria;39044;Miengo;455;18;134;82;21;137;63;2;41;94;290;28
201304;Abril de 2013;6;Cantabria;39;Cantabria;39045;Miera;33;2;13;7;1;8;2;0;1;12;18;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39046;Molledo;170;7;54;40;5;36;28;7;16;33;91;23
201304;Abril de 2013;6;Cantabria;39;Cantabria;39047;Noja;256;18;65;55;19;53;46;2;15;44;182;13
201304;Abril de 2013;6;Cantabria;39;Cantabria;39048;Penagos;161;7;43;30;3;49;29;3;17;23;108;10
201304;Abril de 2013;6;Cantabria;39;Cantabria;39049;Peñarrubia;27;2;6;9;0;5;5;2;2;2;21;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39050;Pesaguero;23;1;3;10;0;6;3;1;2;6;14;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39051;Pesquera;8;1;1;3;0;0;3;0;1;2;5;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39052;Piélagos;1930;70;565;353;64;601;277;12;146;326;1325;121
201304;Abril de 2013;6;Cantabria;39;Cantabria;39053;Polaciones;11;0;2;5;0;1;3;0;2;0;9;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39054;Polanco;580;42;167;94;16;176;85;6;51;113;373;37
201304;Abril de 2013;6;Cantabria;39;Cantabria;39055;Potes;102;6;34;18;4;24;16;3;8;20;65;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39056;Puente Viesgo;233;13;82;52;6;49;31;3;29;76;117;8
201304;Abril de 2013;6;Cantabria;39;Cantabria;39057;Ramales de la Victoria;309;24;85;72;8;73;47;6;37;63;180;23
201304;Abril de 2013;6;Cantabria;39;Cantabria;39058;Rasines;100;9;31;21;2;20;17;2;14;17;61;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39059;Reinosa;903;49;228;168;38;244;176;21;119;125;555;83
201304;Abril de 2013;6;Cantabria;39;Cantabria;39060;Reocín;936;69;269;179;51;221;147;7;99;178;580;72
201304;Abril de 2013;6;Cantabria;39;Cantabria;39061;Ribamontán al Mar;340;12;106;69;14;76;63;6;28;41;248;17
201304;Abril de 2013;6;Cantabria;39;Cantabria;39062;Ribamontán al Monte;156;8;51;31;9;36;21;3;10;34;98;11
201304;Abril de 2013;6;Cantabria;39;Cantabria;39063;Rionansa;94;6;24;34;3;15;12;4;7;26;55;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39064;Riotuerto;177;17;37;39;6;45;33;3;18;30;106;20
201304;Abril de 2013;6;Cantabria;39;Cantabria;39065;Rozas de Valdearroyo, Las;22;2;4;11;0;1;4;0;1;8;9;4
201304;Abril de 2013;6;Cantabria;39;Cantabria;39066;Ruente;96;7;39;22;1;21;6;0;3;36;52;5
201304;Abril de 2013;6;Cantabria;39;Cantabria;39067;Ruesga;81;11;23;18;3;16;10;1;14;19;41;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39068;Ruiloba;68;3;20;18;0;13;14;0;3;17;46;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39069;San Felices de Buelna;265;19;65;66;15;61;39;4;29;62;145;25
201304;Abril de 2013;6;Cantabria;39;Cantabria;39070;San Miguel de Aguayo;16;2;8;5;1;0;0;0;2;8;5;1
201304;Abril de 2013;6;Cantabria;39;Cantabria;39071;San Pedro del Romeral;50;6;21;11;4;5;3;1;3;17;25;4
201304;Abril de 2013;6;Cantabria;39;Cantabria;39072;San Roque de Riomiera;55;4;18;12;1;12;8;4;2;9;32;8
201304;Abril de 2013;6;Cantabria;39;Cantabria;39073;Santa Cruz de Bezana;958;44;234;168;35;297;180;6;75;143;659;75
201304;Abril de 2013;6;Cantabria;39;Cantabria;39074;Santa María de Cayón;908;44;279;165;53;265;102;13;140;162;523;70
201304;Abril de 2013;6;Cantabria;39;Cantabria;39075;Santander;17317;650;4661;3583;667;4250;3506;161;1128;2611;12541;876
201304;Abril de 2013;6;Cantabria;39;Cantabria;39076;Santillana del Mar;409;29;99;92;27;107;55;4;30;87;257;31
201304;Abril de 2013;6;Cantabria;39;Cantabria;39077;Santiurde de Reinosa;21;1;7;10;0;1;2;1;1;8;11;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39078;Santiurde de Toranzo;134;7;33;35;13;31;15;5;14;33;73;9
201304;Abril de 2013;6;Cantabria;39;Cantabria;39079;Santoña;1207;92;343;241;77;265;189;26;119;168;818;76
201304;Abril de 2013;6;Cantabria;39;Cantabria;39080;San Vicente de la Barquera;482;32;127;100;24;125;74;14;21;76;353;18
201304;Abril de 2013;6;Cantabria;39;Cantabria;39081;Saro;46;6;8;14;6;8;4;0;5;10;27;4
201304;Abril de 2013;6;Cantabria;39;Cantabria;39082;Selaya;154;11;57;25;13;34;14;2;18;43;77;14
201304;Abril de 2013;6;Cantabria;39;Cantabria;39083;Soba;84;7;21;26;6;15;9;2;13;16;45;8
201304;Abril de 2013;6;Cantabria;39;Cantabria;39084;Solórzano;73;4;25;12;6;13;13;3;6;16;41;7
201304;Abril de 2013;6;Cantabria;39;Cantabria;39085;Suances;896;33;245;189;31;238;160;10;83;180;577;46
201304;Abril de 2013;6;Cantabria;39;Cantabria;39086;Tojos, Los;28;3;8;10;1;5;1;1;1;3;21;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39087;Torrelavega;6554;311;1818;1288;300;1617;1220;87;586;1192;3964;725
201304;Abril de 2013;6;Cantabria;39;Cantabria;39088;Tresviso;5;0;0;4;0;0;1;0;0;2;2;1
201304;Abril de 2013;6;Cantabria;39;Cantabria;39089;Tudanca;18;1;7;8;0;1;1;0;1;8;9;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39090;Udías;104;13;24;36;2;21;8;1;11;37;51;4
201304;Abril de 2013;6;Cantabria;39;Cantabria;39091;Valdáliga;222;13;76;63;6;47;17;1;17;72;126;6
201304;Abril de 2013;6;Cantabria;39;Cantabria;39092;Valdeolea;95;8;17;35;9;14;12;4;16;7;56;12
201304;Abril de 2013;6;Cantabria;39;Cantabria;39093;Valdeprado del Río;17;0;5;5;2;4;1;0;1;2;14;0
201304;Abril de 2013;6;Cantabria;39;Cantabria;39094;Valderredible;65;6;12;23;1;13;10;0;7;9;46;3
201304;Abril de 2013;6;Cantabria;39;Cantabria;39095;Val de San Vicente;349;20;91;79;10;99;50;8;17;69;243;12
201304;Abril de 2013;6;Cantabria;39;Cantabria;39096;Vega de Liébana;41;3;12;11;2;7;6;2;3;9;25;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39097;Vega de Pas;70;9;25;18;3;6;9;7;8;20;26;9
201304;Abril de 2013;6;Cantabria;39;Cantabria;39098;Villacarriedo;121;12;35;32;7;19;16;3;10;39;57;12
201304;Abril de 2013;6;Cantabria;39;Cantabria;39099;Villaescusa;326;18;93;66;11;85;53;2;34;68;206;16
201304;Abril de 2013;6;Cantabria;39;Cantabria;39100;Villafufre;110;8;29;26;9;27;11;5;9;30;57;9
201304;Abril de 2013;6;Cantabria;39;Cantabria;39101;Valle de Villaverde;28;1;9;8;1;7;2;0;5;7;14;2
201304;Abril de 2013;6;Cantabria;39;Cantabria;39102;Voto;309;20;83;60;16;85;45;3;39;63;190;14
201304;Abril de 2013;7;Castilla y León;5;Ávila;5001;Adanero;28;1;7;9;3;3;5;7;5;7;7;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5002;Adrada, La;429;26;111;105;19;87;81;5;21;122;222;59
201304;Abril de 2013;7;Castilla y León;5;Ávila;5005;Albornos;18;2;3;1;2;7;3;4;2;4;7;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5007;Aldeanueva de Santa Cruz;4;0;3;1;0;0;0;2;0;0;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5008;Aldeaseca;29;2;4;7;1;7;8;5;1;8;11;4
201304;Abril de 2013;7;Castilla y León;5;Ávila;5010;Aldehuela, La;9;2;2;0;0;4;1;1;1;1;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5012;Amavida;12;0;2;2;1;5;2;0;2;1;6;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5013;Arenal, El;121;4;27;44;4;17;25;10;5;11;87;8
201304;Abril de 2013;7;Castilla y León;5;Ávila;5014;Arenas de San Pedro;885;42;197;230;33;200;183;34;71;179;512;89
201304;Abril de 2013;7;Castilla y León;5;Ávila;5015;Arevalillo;6;1;0;1;0;3;1;0;0;0;5;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5016;Arévalo;958;67;214;184;53;253;187;218;65;96;476;103
201304;Abril de 2013;7;Castilla y León;5;Ávila;5017;Aveinte;7;0;2;3;2;0;0;0;1;3;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5018;Avellaneda;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5019;Ávila;6764;428;1590;1172;403;1920;1251;265;561;1035;4154;749
201304;Abril de 2013;7;Castilla y León;5;Ávila;5021;Barco de Ávila, El;223;6;51;42;17;58;49;8;17;38;150;10
201304;Abril de 2013;7;Castilla y León;5;Ávila;5022;Barraco, El;197;10;39;55;9;41;43;16;18;38;116;9
201304;Abril de 2013;7;Castilla y León;5;Ávila;5023;Barromán;23;0;1;6;2;5;9;3;1;7;12;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5024;Becedas;15;0;1;10;0;1;3;0;1;3;11;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5025;Becedillas;4;0;2;0;0;1;1;0;0;1;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5026;Bercial de Zapardiel;15;2;3;1;1;2;6;2;0;9;3;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5027;Berlanas, Las;15;2;1;6;4;1;1;0;1;6;5;3
201304;Abril de 2013;7;Castilla y León;5;Ávila;5029;Bernuy-Zapardiel;17;1;4;1;0;4;7;0;1;10;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5030;Berrocalejo de Aragona;4;0;0;2;0;2;0;0;1;0;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5033;Blascomillán;11;4;0;3;0;3;1;0;1;2;8;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5034;Blasconuño de Matacabras;0;0;0;0;0;0;0;0;0;0;0;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5035;Blascosancho;11;1;3;3;0;4;0;0;3;6;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5036;Bohodón, El;12;0;1;2;1;5;3;3;0;2;6;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5037;Bohoyo;19;2;3;4;1;4;5;2;0;4;11;2
201304;Abril de 2013;7;Castilla y León;5;Ávila;5038;Bonilla de la Sierra;4;0;2;0;0;2;0;0;0;1;3;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5039;Brabos;5;1;2;0;0;2;0;0;0;0;4;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5040;Bularros;3;0;2;1;0;0;0;0;0;0;2;1
201304;Abril de 2013;7;Castilla y León;5;Ávila;5041;Burgohondo;145;11;37;35;5;32;25;3;2;42;85;13
201304;Abril de 2013;7;Castilla y León;5;Ávila;5042;Cabezas de Alambre;12;1;1;2;1;4;3;8;0;2;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5043;Cabezas del Pozo;3;1;0;1;0;0;1;0;0;1;2;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5044;Cabezas del Villar;15;0;3;5;1;5;1;4;1;4;6;0
201304;Abril de 2013;7;Castilla y León;5;Ávila;5045;Cabizuela;8;1;1;1;2;1;2;1;0;4;2;1
